"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"50","YLR449W","TRUE","2.64112625122586e-05","162","2524","114","0.0451664025356577","0.703703703703704","GO:0022618","GO:BP","ribonucleoprotein complex assembly","5076","7633","c(""GO:0022613"", ""GO:0034622"", ""GO:0071826"")"
"51","YLR449W","TRUE","3.83332441295467e-05","151","2524","107","0.0423930269413629","0.708609271523179","GO:0090305","GO:BP","nucleic acid phosphodiester bond hydrolysis","5076","21374","GO:0090304"
"52","YLR449W","TRUE","0.000125711373685453","38","2524","34","0.0134706814580032","0.894736842105263","GO:0006418","GO:BP","tRNA aminoacylation for protein translation","5076","2420","c(""GO:0006412"", ""GO:0043039"")"
"53","YLR449W","TRUE","0.000161273782254227","41","2524","36","0.0142630744849445","0.878048780487805","GO:0043039","GO:BP","tRNA aminoacylation","5076","12137","c(""GO:0006399"", ""GO:0043038"")"
"54","YLR449W","TRUE","0.000161273782254227","41","2524","36","0.0142630744849445","0.878048780487805","GO:0043038","GO:BP","amino acid activation","5076","12136","GO:0006520"
"55","YLR449W","TRUE","0.000261589366037965","260","2524","168","0.0665610142630745","0.646153846153846","GO:0090407","GO:BP","organophosphate biosynthetic process","5076","21468","c(""GO:0019637"", ""GO:1901576"")"
"56","YLR449W","TRUE","0.000263211012726697","1966","2524","1063","0.421156893819334","0.540691759918617","GO:1901360","GO:BP","organic cyclic compound metabolic process","5076","24636","GO:0071704"
"57","YLR449W","TRUE","0.000275354860650532","515","2524","309","0.122424722662441","0.6","GO:0034622","GO:BP","cellular protein-containing complex assembly","5076","10013","GO:0065003"
"58","YLR449W","TRUE","0.000368873315740083","542","2524","323","0.12797147385103","0.595940959409594","GO:0065003","GO:BP","protein-containing complex assembly","5076","18660","c(""GO:0022607"", ""GO:0043933"")"
"59","YLR449W","TRUE","0.000420899671775575","1821","2524","988","0.391442155309033","0.542559033498078","GO:0006139","GO:BP","nucleobase-containing compound metabolic process","5076","2173","c(""GO:0006725"", ""GO:0034641"", ""GO:0044238"", ""GO:0046483"", ""GO:1901360"")"
"60","YLR449W","TRUE","0.000467132937270569","2079","2524","1118","0.442947702060222","0.537758537758538","GO:1901576","GO:BP","organic substance biosynthetic process","5076","24835","c(""GO:0009058"", ""GO:0071704"")"
"61","YLR449W","TRUE","0.000552031884275184","337","2524","210","0.0832012678288431","0.623145400593472","GO:1901135","GO:BP","carbohydrate derivative metabolic process","5076","24428","GO:0071704"
"62","YLR449W","TRUE","0.000554350248747245","168","2524","114","0.0451664025356577","0.678571428571429","GO:0071826","GO:BP","ribonucleoprotein complex subunit organization","5076","19802","GO:0043933"
"63","YLR449W","TRUE","0.000722740483191291","2094","2524","1124","0.445324881141046","0.536771728748806","GO:0009058","GO:BP","biosynthetic process","5076","3674","GO:0008152"
"64","YLR449W","TRUE","0.000960850820134259","1736","2524","942","0.373217115689382","0.542626728110599","GO:0010467","GO:BP","gene expression","5076","4661","GO:0043170"
"65","YLR449W","TRUE","0.0010090294360334","1908","2524","1029","0.407686212361331","0.539308176100629","GO:0046483","GO:BP","heterocycle metabolic process","5076","14204","GO:0044237"
"66","YLR449W","TRUE","0.00106331610399902","56","2524","45","0.0178288431061807","0.803571428571429","GO:0000479","GO:BP","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","5076","223","GO:0000478"
"67","YLR449W","TRUE","0.00106331610399902","56","2524","45","0.0178288431061807","0.803571428571429","GO:0000478","GO:BP","endonucleolytic cleavage involved in rRNA processing","5076","222","c(""GO:0000469"", ""GO:0090502"")"
"68","YLR449W","TRUE","0.00173930655519407","1902","2524","1024","0.405705229793978","0.538380651945321","GO:0006725","GO:BP","cellular aromatic compound metabolic process","5076","2705","GO:0044237"
"69","YLR449W","TRUE","0.00180063083746362","18","2524","18","0.00713153724247227","1","GO:0051156","GO:BP","glucose 6-phosphate metabolic process","5076","15671","c(""GO:0006796"", ""GO:0019637"", ""GO:1901135"")"
"70","YLR449W","TRUE","0.00187076872779389","710","2524","409","0.162044374009509","0.576056338028169","GO:1901575","GO:BP","organic substance catabolic process","5076","24834","c(""GO:0009056"", ""GO:0071704"")"
"71","YLR449W","TRUE","0.00188369715297684","43","2524","36","0.0142630744849445","0.837209302325581","GO:0000447","GO:BP","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","5076","191","c(""GO:0000462"", ""GO:0000466"", ""GO:0000479"")"
"72","YLR449W","TRUE","0.00269503581581697","117","2524","82","0.0324881141045959","0.700854700854701","GO:0008654","GO:BP","phospholipid biosynthetic process","5076","3665","c(""GO:0006644"", ""GO:0008610"", ""GO:0044249"", ""GO:0090407"")"
"73","YLR449W","TRUE","0.00281626647778324","203","2524","132","0.05229793977813","0.650246305418719","GO:0048193","GO:BP","Golgi vesicle transport","5076","14646","GO:0016192"
"74","YLR449W","TRUE","0.00320835136862858","42","2524","35","0.0138668779714739","0.833333333333333","GO:0000027","GO:BP","ribosomal large subunit assembly","5076","14","c(""GO:0022618"", ""GO:0042255"", ""GO:0042273"")"
"75","YLR449W","TRUE","0.00367249810159734","155","2524","104","0.0412044374009509","0.670967741935484","GO:0006644","GO:BP","phospholipid metabolic process","5076","2628","c(""GO:0006796"", ""GO:0019637"", ""GO:0044255"")"
"76","YLR449W","TRUE","0.00430898405454002","88","2524","64","0.0253565768621236","0.727272727272727","GO:0005996","GO:BP","monosaccharide metabolic process","5076","2039","c(""GO:0005975"", ""GO:0044281"")"
"77","YLR449W","TRUE","0.00490305235770707","21","2524","20","0.00792393026941363","0.952380952380952","GO:0030488","GO:BP","tRNA methylation","5076","7892","c(""GO:0001510"", ""GO:0006400"")"
"78","YLR449W","TRUE","0.00551704633749951","175","2524","115","0.0455625990491284","0.657142857142857","GO:0009117","GO:BP","nucleotide metabolic process","5076","3731","GO:0006753"
"79","YLR449W","TRUE","0.00676806190534706","179","2524","117","0.0463549920760697","0.653631284916201","GO:0006753","GO:BP","nucleoside phosphate metabolic process","5076","2729","c(""GO:0006796"", ""GO:0019637"", ""GO:0055086"")"
"80","YLR449W","TRUE","0.00733091212516373","16","2524","16","0.0063391442155309","1","GO:0006098","GO:BP","pentose-phosphate shunt","5076","2135","c(""GO:0006740"", ""GO:0051156"")"
"81","YLR449W","TRUE","0.00743581562788039","174","2524","114","0.0451664025356577","0.655172413793103","GO:0034248","GO:BP","regulation of cellular amide metabolic process","5076","9823","c(""GO:0031323"", ""GO:0043603"", ""GO:0051171"")"
"82","YLR449W","TRUE","0.00761716088115963","881","2524","495","0.196117274167987","0.561861520998865","GO:0009056","GO:BP","catabolic process","5076","3672","GO:0008152"
"83","YLR449W","TRUE","0.0076194251189886","31","2524","27","0.0106973058637084","0.870967741935484","GO:0000480","GO:BP","endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","5076","224","c(""GO:0000462"", ""GO:0000479"")"
"84","YLR449W","TRUE","0.00830156557382072","24","2524","22","0.00871632329635499","0.916666666666667","GO:0006739","GO:BP","NADP metabolic process","5076","2717","GO:0008152"
"85","YLR449W","TRUE","0.00874425329994413","222","2524","141","0.0558637083993661","0.635135135135135","GO:0006091","GO:BP","generation of precursor metabolites and energy","5076","2131","GO:0044237"
"86","YLR449W","TRUE","0.00944610773477827","20","2524","19","0.00752773375594295","0.95","GO:0006740","GO:BP","NADPH regeneration","5076","2718","c(""GO:0006091"", ""GO:0006739"")"
"87","YLR449W","TRUE","0.0102516652312255","772","2524","437","0.173137876386688","0.566062176165803","GO:0006464","GO:BP","cellular protein modification process","5076","2456","c(""GO:0036211"", ""GO:0044267"")"
"88","YLR449W","TRUE","0.0102516652312255","772","2524","437","0.173137876386688","0.566062176165803","GO:0036211","GO:BP","protein modification process","5076","10969","c(""GO:0019538"", ""GO:0043412"")"
"89","YLR449W","TRUE","0.0106802595355841","78","2524","57","0.0225832012678288","0.730769230769231","GO:0042255","GO:BP","ribosome assembly","5076","11669","c(""GO:0042254"", ""GO:0070925"")"
"90","YLR449W","TRUE","0.0116747739491067","62","2524","47","0.018621236133122","0.758064516129032","GO:0061014","GO:BP","positive regulation of mRNA catabolic process","5076","17814","c(""GO:0006402"", ""GO:0031331"", ""GO:0061013"", ""GO:1903313"")"
"91","YLR449W","TRUE","0.0116747739491067","62","2524","47","0.018621236133122","0.758064516129032","GO:0050779","GO:BP","RNA destabilization","5076","15362","c(""GO:0006401"", ""GO:0031331"", ""GO:0043487"", ""GO:0051254"")"
"92","YLR449W","TRUE","0.0116747739491067","62","2524","47","0.018621236133122","0.758064516129032","GO:0061157","GO:BP","mRNA destabilization","5076","17947","c(""GO:0017148"", ""GO:0043488"", ""GO:0050779"", ""GO:0061014"")"
"93","YLR449W","TRUE","0.0121384255268915","170","2524","111","0.0439778129952456","0.652941176470588","GO:0006417","GO:BP","regulation of translation","5076","2419","c(""GO:0006412"", ""GO:0010608"", ""GO:0032268"", ""GO:0034248"", ""GO:2000112"")"
"94","YLR449W","TRUE","0.0130045474418726","115","2524","79","0.0312995245641838","0.68695652173913","GO:0006650","GO:BP","glycerophospholipid metabolic process","5076","2633","c(""GO:0006644"", ""GO:0046486"")"
"95","YLR449W","TRUE","0.0142453233302361","1246","2524","682","0.270206022187005","0.547351524879615","GO:0044085","GO:BP","cellular component biogenesis","5076","12668","GO:0071840"
"96","YLR449W","TRUE","0.0147874636370879","15","2524","15","0.00594294770206022","1","GO:0071047","GO:BP","polyadenylation-dependent mRNA catabolic process","5076","19269","c(""GO:0006402"", ""GO:0043633"", ""GO:0061157"")"
"97","YLR449W","TRUE","0.0147874636370879","15","2524","15","0.00594294770206022","1","GO:0071042","GO:BP","nuclear polyadenylation-dependent mRNA catabolic process","5076","19264","GO:0071047"
"98","YLR449W","TRUE","0.0156148919833665","64","2524","48","0.0190174326465927","0.75","GO:0090502","GO:BP","RNA phosphodiester bond hydrolysis, endonucleolytic","5076","21523","GO:0090501"
"99","YLR449W","TRUE","0.0226994104396229","2033","2524","1080","0.427892234548336","0.531234628627644","GO:0044249","GO:BP","cellular biosynthetic process","5076","12733","c(""GO:0009058"", ""GO:0044237"")"
"100","YLR449W","TRUE","0.0245508310023367","81","2524","58","0.0229793977812995","0.716049382716049","GO:0034249","GO:BP","negative regulation of cellular amide metabolic process","5076","9824","c(""GO:0031324"", ""GO:0034248"", ""GO:0043603"", ""GO:0051172"")"
"101","YLR449W","TRUE","0.0245895554831029","96","2524","67","0.0265451664025357","0.697916666666667","GO:0006888","GO:BP","endoplasmic reticulum to Golgi vesicle-mediated transport","5076","2844","c(""GO:0046907"", ""GO:0048193"")"
"102","YLR449W","TRUE","0.0251397120707112","137","2524","91","0.036053882725832","0.664233576642336","GO:1901615","GO:BP","organic hydroxy compound metabolic process","5076","24865","GO:0071704"
"103","YLR449W","TRUE","0.0256100955579215","32","2524","27","0.0106973058637084","0.84375","GO:0000472","GO:BP","endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","5076","216","c(""GO:0000462"", ""GO:0000479"", ""GO:0000967"")"
"104","YLR449W","TRUE","0.0293628477450265","78","2524","56","0.0221870047543582","0.717948717948718","GO:0019318","GO:BP","hexose metabolic process","5076","6581","GO:0005996"
"105","YLR449W","TRUE","0.0298223669047566","14","2524","14","0.00554675118858954","1","GO:0099022","GO:BP","vesicle tethering","5076","22284","c(""GO:0006903"", ""GO:0016043"")"
"106","YLR449W","TRUE","0.0300236141827969","215","2524","135","0.053486529318542","0.627906976744186","GO:0055086","GO:BP","nucleobase-containing small molecule metabolic process","5076","16839","c(""GO:0006139"", ""GO:0044281"")"
"107","YLR449W","TRUE","0.0330753024597864","129","2524","86","0.0340729001584786","0.666666666666667","GO:0046486","GO:BP","glycerolipid metabolic process","5076","14207","GO:0044255"
"108","YLR449W","TRUE","0.0398543176022066","778","2524","436","0.172741679873217","0.560411311053985","GO:0044248","GO:BP","cellular catabolic process","5076","12732","c(""GO:0009056"", ""GO:0044237"")"
"109","YLR449W","TRUE","0.0412200091275337","97","2524","67","0.0265451664025357","0.690721649484536","GO:0006066","GO:BP","alcohol metabolic process","5076","2107","c(""GO:0044281"", ""GO:1901615"")"
"110","YLR449W","TRUE","0.0436589007831562","2338","2524","1230","0.487321711568938","0.526090675791275","GO:0044260","GO:BP","cellular macromolecule metabolic process","5076","12740","c(""GO:0043170"", ""GO:0044237"")"
"111","YLR449W","TRUE","0.0441643379112074","34","2524","28","0.0110935023771791","0.823529411764706","GO:0000967","GO:BP","rRNA 5'-end processing","5076","343","c(""GO:0006364"", ""GO:0034471"")"
"112","YLR449W","TRUE","0.0447829925984783","651","2524","369","0.146196513470681","0.566820276497696","GO:0043933","GO:BP","protein-containing complex subunit organization","5076","12553","GO:0016043"
"113","YLR449W","TRUE","0.0468623418610539","64","2524","47","0.018621236133122","0.734375","GO:1903313","GO:BP","positive regulation of mRNA metabolic process","5076","26354","c(""GO:0016071"", ""GO:0051254"", ""GO:1903311"")"
"114","YLR449W","TRUE","0.0497897443365446","663","2524","375","0.148573692551506","0.565610859728507","GO:0046907","GO:BP","intracellular transport","5076","14486","c(""GO:0006810"", ""GO:0051641"", ""GO:0051649"")"
"115","YLR449W","TRUE","2.86415537557389e-77","4631","2483","2337","0.941200161095449","0.504642625782768","GO:0005622","GO:CC","intracellular anatomical structure","5488","284","GO:0110165"
"116","YLR449W","TRUE","9.78645614469251e-37","3671","2483","1885","0.759162303664921","0.51348406428766","GO:0005737","GO:CC","cytoplasm","5488","385","c(""GO:0005622"", ""GO:0110165"")"
"117","YLR449W","TRUE","1.33637959830187e-33","4030","2483","2024","0.815142972211035","0.502233250620347","GO:0043229","GO:CC","intracellular organelle","5488","2130","c(""GO:0005622"", ""GO:0043226"")"
"118","YLR449W","TRUE","4.14614167324241e-33","4036","2483","2025","0.815545710833669","0.501734390485629","GO:0043226","GO:CC","organelle","5488","2127","GO:0110165"
"119","YLR449W","TRUE","7.95923733271396e-31","2024","2483","1128","0.454289166331051","0.557312252964427","GO:0032991","GO:CC","protein-containing complex","5488","1570","GO:0005575"
"120","YLR449W","TRUE","1.83988779828392e-26","704","2483","455","0.183246073298429","0.646306818181818","GO:0005829","GO:CC","cytosol","5488","470","c(""GO:0005737"", ""GO:0110165"")"
"121","YLR449W","TRUE","1.53568447769968e-21","1004","2483","597","0.240434957712445","0.594621513944223","GO:0043233","GO:CC","organelle lumen","5488","2134","c(""GO:0031974"", ""GO:0043226"")"
"122","YLR449W","TRUE","1.53568447769968e-21","1004","2483","597","0.240434957712445","0.594621513944223","GO:0031974","GO:CC","membrane-enclosed lumen","5488","1446","GO:0110165"
"123","YLR449W","TRUE","1.53568447769968e-21","1004","2483","597","0.240434957712445","0.594621513944223","GO:0070013","GO:CC","intracellular organelle lumen","5488","2720","c(""GO:0043229"", ""GO:0043233"")"
"124","YLR449W","TRUE","3.17279488050103e-20","3680","2483","1832","0.737817156665324","0.497826086956522","GO:0043227","GO:CC","membrane-bounded organelle","5488","2128","GO:0043226"
"125","YLR449W","TRUE","6.59146485363989e-20","3676","2483","1829","0.736608940797422","0.497551686615887","GO:0043231","GO:CC","intracellular membrane-bounded organelle","5488","2132","c(""GO:0043227"", ""GO:0043229"")"
"126","YLR449W","TRUE","3.32595201377681e-19","656","2483","410","0.165122835279903","0.625","GO:0031981","GO:CC","nuclear lumen","5488","1452","c(""GO:0005634"", ""GO:0070013"")"
"127","YLR449W","TRUE","6.5224058342501e-15","313","2483","213","0.085783326621023","0.680511182108626","GO:0005654","GO:CC","nucleoplasm","5488","312","c(""GO:0031981"", ""GO:0110165"")"
"128","YLR449W","TRUE","1.51231703650566e-12","504","2483","310","0.124848973016512","0.615079365079365","GO:1990904","GO:CC","ribonucleoprotein complex","5488","4442","GO:0032991"
"129","YLR449W","TRUE","2.96835181652301e-12","670","2483","395","0.159081755940395","0.58955223880597","GO:1902494","GO:CC","catalytic complex","5488","4001","GO:0032991"
"130","YLR449W","TRUE","1.35718168463233e-11","304","2483","200","0.0805477245267821","0.657894736842105","GO:0005730","GO:CC","nucleolus","5488","378","c(""GO:0031981"", ""GO:0043232"")"
"131","YLR449W","TRUE","1.14825204902169e-10","1305","2483","702","0.282722513089005","0.537931034482759","GO:0043228","GO:CC","non-membrane-bounded organelle","5488","2129","GO:0043226"
"132","YLR449W","TRUE","1.14825204902169e-10","1305","2483","702","0.282722513089005","0.537931034482759","GO:0043232","GO:CC","intracellular non-membrane-bounded organelle","5488","2133","c(""GO:0043228"", ""GO:0043229"")"
"133","YLR449W","TRUE","1.31189884383543e-10","74","2483","63","0.0253725332259364","0.851351351351351","GO:0055029","GO:CC","nuclear DNA-directed RNA polymerase complex","5488","2562","c(""GO:0000428"", ""GO:0140513"")"
"134","YLR449W","TRUE","1.64487911301834e-10","138","2483","103","0.0414820781312928","0.746376811594203","GO:0061695","GO:CC","transferase complex, transferring phosphorus-containing groups","5488","2638","GO:1990234"
"135","YLR449W","TRUE","2.43575716310349e-10","76","2483","64","0.0257752718485703","0.842105263157895","GO:0030880","GO:CC","RNA polymerase complex","5488","1159","c(""GO:0061695"", ""GO:0140535"")"
"136","YLR449W","TRUE","2.43575716310349e-10","76","2483","64","0.0257752718485703","0.842105263157895","GO:0000428","GO:CC","DNA-directed RNA polymerase complex","5488","90","GO:0030880"
"137","YLR449W","TRUE","2.76905016633604e-10","137","2483","102","0.0410793395086589","0.744525547445255","GO:0030684","GO:CC","preribosome","5488","1137","GO:1990904"
"138","YLR449W","TRUE","1.83508963400458e-09","160","2483","114","0.0459122029802658","0.7125","GO:0022626","GO:CC","cytosolic ribosome","5488","1015","c(""GO:0005829"", ""GO:0005840"")"
"139","YLR449W","TRUE","2.17840934958525e-08","1976","2483","1006","0.405155054369714","0.509109311740891","GO:0005634","GO:CC","nucleus","5488","295","GO:0043231"
