"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"12","YDR119W","TRUE","4.46823811185553e-07","174","2540","126","0.0496062992125984","0.724137931034483","GO:0031505","GO:BP","fungal-type cell wall organization","5076","8364","c(""GO:0071555"", ""GO:0071852"")"
"13","YDR119W","TRUE","6.59928470771633e-07","173","2540","125","0.0492125984251969","0.722543352601156","GO:0043934","GO:BP","sporulation","5076","12554","GO:0032502"
"14","YDR119W","TRUE","9.6638264914264e-07","232","2540","160","0.062992125984252","0.689655172413793","GO:0051704","GO:BP","multi-organism process","5076","16100","GO:0008150"
"15","YDR119W","TRUE","1.16792306534093e-06","229","2540","158","0.0622047244094488","0.689956331877729","GO:0044703","GO:BP","multi-organism reproductive process","5076","12987","c(""GO:0022414"", ""GO:0051704"")"
"16","YDR119W","TRUE","1.16792306534093e-06","229","2540","158","0.0622047244094488","0.689956331877729","GO:0019953","GO:BP","sexual reproduction","5076","7052","c(""GO:0000003"", ""GO:0044703"")"
"17","YDR119W","TRUE","1.77238024477623e-06","87","2540","70","0.0275590551181102","0.804597701149425","GO:0009272","GO:BP","fungal-type cell wall biogenesis","5076","3882","c(""GO:0042546"", ""GO:0071852"")"
"18","YDR119W","TRUE","1.79280638959281e-06","72","2540","60","0.0236220472440945","0.833333333333333","GO:0010927","GO:BP","cellular component assembly involved in morphogenesis","5076","5061","c(""GO:0022607"", ""GO:0032989"", ""GO:0048646"")"
"19","YDR119W","TRUE","2.04585973913707e-06","139","2540","103","0.0405511811023622","0.741007194244604","GO:0022413","GO:BP","reproductive process in single-celled organism","5076","7611","c(""GO:0022414"", ""GO:0032505"")"
"20","YDR119W","TRUE","8.95529766784416e-06","156","2540","112","0.0440944881889764","0.717948717948718","GO:0003006","GO:BP","developmental process involved in reproduction","5076","1591","c(""GO:0022414"", ""GO:0032502"")"
"21","YDR119W","TRUE","1.40794695135332e-05","74","2540","60","0.0236220472440945","0.810810810810811","GO:0032989","GO:BP","cellular component morphogenesis","5076","9203","c(""GO:0009653"", ""GO:0016043"", ""GO:0048869"")"
"22","YDR119W","TRUE","1.89402716142113e-05","189","2540","131","0.0515748031496063","0.693121693121693","GO:0032505","GO:BP","reproduction of a single-celled organism","5076","8834","GO:0000003"
"23","YDR119W","TRUE","2.93495512430041e-05","51","2540","44","0.0173228346456693","0.862745098039216","GO:0070726","GO:BP","cell wall assembly","5076","19078","c(""GO:0022607"", ""GO:0042546"", ""GO:0071555"")"
"24","YDR119W","TRUE","3.74212899842478e-05","705","2540","418","0.164566929133858","0.59290780141844","GO:0006355","GO:BP","regulation of transcription, DNA-templated","5076","2366","c(""GO:0006351"", ""GO:0010468"", ""GO:1903506"", ""GO:2000112"")"
"25","YDR119W","TRUE","4.2818284166912e-05","223","2540","150","0.0590551181102362","0.672645739910314","GO:0009653","GO:BP","anatomical structure morphogenesis","5076","4034","c(""GO:0032502"", ""GO:0048856"")"
"26","YDR119W","TRUE","4.75215402413868e-05","706","2540","418","0.164566929133858","0.592067988668555","GO:1903506","GO:BP","regulation of nucleic acid-templated transcription","5076","26535","c(""GO:0097659"", ""GO:2001141"")"
"27","YDR119W","TRUE","4.75215402413868e-05","706","2540","418","0.164566929133858","0.592067988668555","GO:2001141","GO:BP","regulation of RNA biosynthetic process","5076","30294","c(""GO:0010556"", ""GO:0031326"", ""GO:0032774"", ""GO:0051252"")"
"28","YDR119W","TRUE","4.85716543445051e-05","225","2540","151","0.0594488188976378","0.671111111111111","GO:0048856","GO:BP","anatomical structure development","5076","15191","GO:0032502"
"29","YDR119W","TRUE","5.1167392204889e-05","50","2540","43","0.0169291338582677","0.86","GO:0071940","GO:BP","fungal-type cell wall assembly","5076","19887","c(""GO:0009272"", ""GO:0031505"", ""GO:0070726"")"
"30","YDR119W","TRUE","5.46891010678381e-05","286","2540","186","0.0732283464566929","0.65034965034965","GO:0032502","GO:BP","developmental process","5076","8832","GO:0008150"
"31","YDR119W","TRUE","8.891941905037e-05","49","2540","42","0.0165354330708661","0.857142857142857","GO:0030476","GO:BP","ascospore wall assembly","5076","7891","c(""GO:0003006"", ""GO:0042244"", ""GO:0070591"", ""GO:0071940"", ""GO:1903046"")"
"32","YDR119W","TRUE","8.891941905037e-05","49","2540","42","0.0165354330708661","0.857142857142857","GO:0070591","GO:BP","ascospore wall biogenesis","5076","18998","c(""GO:0009272"", ""GO:0030437"", ""GO:0070590"", ""GO:1903046"")"
"33","YDR119W","TRUE","8.891941905037e-05","49","2540","42","0.0165354330708661","0.857142857142857","GO:0070590","GO:BP","spore wall biogenesis","5076","18997","c(""GO:0030435"", ""GO:0042546"")"
"34","YDR119W","TRUE","8.891941905037e-05","49","2540","42","0.0165354330708661","0.857142857142857","GO:0042244","GO:BP","spore wall assembly","5076","11659","c(""GO:0010927"", ""GO:0070590"", ""GO:0070726"")"
"35","YDR119W","TRUE","0.00013025980968546","625","2540","372","0.146456692913386","0.5952","GO:0022402","GO:BP","cell cycle process","5076","7600","c(""GO:0007049"", ""GO:0009987"")"
"36","YDR119W","TRUE","0.000153328178518392","782","2540","456","0.179527559055118","0.583120204603581","GO:0007049","GO:BP","cell cycle","5076","2976","GO:0009987"
"37","YDR119W","TRUE","0.000233190809286636","109","2540","80","0.031496062992126","0.73394495412844","GO:0048468","GO:BP","cell development","5076","14850","c(""GO:0030154"", ""GO:0048856"", ""GO:0048869"")"
"38","YDR119W","TRUE","0.000233190809286636","109","2540","80","0.031496062992126","0.73394495412844","GO:0030437","GO:BP","ascospore formation","5076","7864","c(""GO:0022413"", ""GO:0043935"", ""GO:0048468"")"
"39","YDR119W","TRUE","0.000300576972327551","59","2540","48","0.0188976377952756","0.813559322033898","GO:0000281","GO:BP","mitotic cytokinesis","5076","121","c(""GO:0061640"", ""GO:1903047"")"
"40","YDR119W","TRUE","0.00067829462004743","66","2540","52","0.0204724409448819","0.787878787878788","GO:0061640","GO:BP","cytoskeleton-dependent cytokinesis","5076","18350","GO:0000910"
"41","YDR119W","TRUE","0.00100636640704555","19","2540","19","0.00748031496062992","1","GO:0061413","GO:BP","regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source","5076","18192","GO:0000429"
"42","YDR119W","TRUE","0.00100636640704555","19","2540","19","0.00748031496062992","1","GO:0061414","GO:BP","positive regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source","5076","18193","c(""GO:0000436"", ""GO:0061413"")"
"43","YDR119W","TRUE","0.00113288309484864","92","2540","68","0.0267716535433071","0.739130434782609","GO:0000910","GO:BP","cytokinesis","5076","311","c(""GO:0022402"", ""GO:0051301"")"
"44","YDR119W","TRUE","0.00214525957228016","116","2540","82","0.0322834645669291","0.706896551724138","GO:0043935","GO:BP","sexual sporulation resulting in formation of a cellular spore","5076","12555","c(""GO:0030435"", ""GO:0034293"", ""GO:1903046"")"
"45","YDR119W","TRUE","0.00214525957228016","116","2540","82","0.0322834645669291","0.706896551724138","GO:0034293","GO:BP","sexual sporulation","5076","9848","c(""GO:0003006"", ""GO:0019953"", ""GO:0043934"", ""GO:0051321"")"
"46","YDR119W","TRUE","0.00496267201071285","319","2540","197","0.0775590551181102","0.617554858934169","GO:0051321","GO:BP","meiotic cell cycle","5076","15807","c(""GO:0007049"", ""GO:0022414"")"
"47","YDR119W","TRUE","0.00631362613510475","831","2540","472","0.185826771653543","0.567990373044525","GO:0019219","GO:BP","regulation of nucleobase-containing compound metabolic process","5076","6493","c(""GO:0006139"", ""GO:0031323"", ""GO:0051171"", ""GO:0080090"")"
"48","YDR119W","TRUE","0.00632151598203318","778","2540","444","0.174803149606299","0.570694087403599","GO:0051252","GO:BP","regulation of RNA metabolic process","5076","15753","c(""GO:0016070"", ""GO:0019219"", ""GO:0060255"")"
"49","YDR119W","TRUE","0.00753295787455868","137","2540","93","0.0366141732283465","0.678832116788321","GO:0000122","GO:BP","negative regulation of transcription by RNA polymerase II","5076","64","c(""GO:0006357"", ""GO:0006366"", ""GO:0045892"")"
"50","YDR119W","TRUE","0.00824777012409284","770","2540","439","0.172834645669291","0.57012987012987","GO:0097659","GO:BP","nucleic acid-templated transcription","5076","21966","GO:0032774"
"51","YDR119W","TRUE","0.00824777012409284","770","2540","439","0.172834645669291","0.57012987012987","GO:0006351","GO:BP","transcription, DNA-templated","5076","2362","c(""GO:0010467"", ""GO:0034645"", ""GO:0097659"")"
"52","YDR119W","TRUE","0.0103347416565509","327","2540","200","0.078740157480315","0.611620795107034","GO:0045893","GO:BP","positive regulation of transcription, DNA-templated","5076","13647","c(""GO:0006351"", ""GO:0006355"", ""GO:1903508"")"
"53","YDR119W","TRUE","0.0103347416565509","327","2540","200","0.078740157480315","0.611620795107034","GO:1902680","GO:BP","positive regulation of RNA biosynthetic process","5076","25803","c(""GO:0010557"", ""GO:0031328"", ""GO:0032774"", ""GO:0051254"", ""GO:2001141"")"
"54","YDR119W","TRUE","0.0103347416565509","327","2540","200","0.078740157480315","0.611620795107034","GO:1903508","GO:BP","positive regulation of nucleic acid-templated transcription","5076","26537","c(""GO:0097659"", ""GO:1902680"", ""GO:1903506"")"
"55","YDR119W","TRUE","0.0113283137465324","284","2540","176","0.0692913385826772","0.619718309859155","GO:0045944","GO:BP","positive regulation of transcription by RNA polymerase II","5076","13695","c(""GO:0006357"", ""GO:0006366"", ""GO:0045893"")"
"56","YDR119W","TRUE","0.0120590753988934","774","2540","440","0.173228346456693","0.568475452196382","GO:0032774","GO:BP","RNA biosynthetic process","5076","9045","c(""GO:0009059"", ""GO:0016070"", ""GO:0034654"")"
"57","YDR119W","TRUE","0.0132498767019957","434","2540","258","0.101574803149606","0.594470046082949","GO:0006357","GO:BP","regulation of transcription by RNA polymerase II","5076","2368","c(""GO:0006355"", ""GO:0006366"")"
"58","YDR119W","TRUE","0.016261980059149","15","2540","15","0.00590551181102362","1","GO:0051703","GO:BP","biological process involved in intraspecies interaction between organisms","5076","16099","GO:0008150"
"59","YDR119W","TRUE","0.016261980059149","15","2540","15","0.00590551181102362","1","GO:0009073","GO:BP","aromatic amino acid family biosynthetic process","5076","3689","c(""GO:0009072"", ""GO:0016053"", ""GO:0019438"", ""GO:1901362"", ""GO:1901566"")"
"60","YDR119W","TRUE","0.0166176046291726","400","2540","239","0.0940944881889764","0.5975","GO:0070887","GO:BP","cellular response to chemical stimulus","5076","19167","c(""GO:0042221"", ""GO:0051716"")"
"61","YDR119W","TRUE","0.0166906389934706","120","2540","82","0.0322834645669291","0.683333333333333","GO:0000746","GO:BP","conjugation","5076","277","GO:0044764"
"62","YDR119W","TRUE","0.0192411706843133","122","2540","83","0.0326771653543307","0.680327868852459","GO:0044764","GO:BP","multi-organism cellular process","5076","13017","c(""GO:0009987"", ""GO:0051704"")"
"63","YDR119W","TRUE","0.0202334714653654","19","2540","18","0.00708661417322835","0.947368421052632","GO:0006469","GO:BP","negative regulation of protein kinase activity","5076","2460","c(""GO:0001933"", ""GO:0033673"", ""GO:0045859"")"
"64","YDR119W","TRUE","0.0232067607993408","119","2540","81","0.0318897637795276","0.680672268907563","GO:0140253","GO:BP","cell-cell fusion","5076","23080","GO:0009987"
"65","YDR119W","TRUE","0.0232067607993408","119","2540","81","0.0318897637795276","0.680672268907563","GO:0000747","GO:BP","conjugation with cellular fusion","5076","278","c(""GO:0000746"", ""GO:0019953"", ""GO:0140253"")"
"66","YDR119W","TRUE","0.0289665028275705","41","2540","33","0.012992125984252","0.804878048780488","GO:0045991","GO:BP","carbon catabolite activation of transcription","5076","13741","c(""GO:0045893"", ""GO:0045990"")"
"67","YDR119W","TRUE","0.0497129409569532","37","2540","30","0.0118110236220472","0.810810810810811","GO:0000436","GO:BP","carbon catabolite activation of transcription from RNA polymerase II promoter","5076","189","c(""GO:0000429"", ""GO:0045944"", ""GO:0045991"")"
"68","YDR119W","TRUE","1.33785956680042e-16","1594","2886","985","0.341302841302841","0.617942283563363","GO:0031224","GO:CC","intrinsic component of membrane","5488","1237","c(""GO:0016020"", ""GO:0110165"")"
"69","YDR119W","TRUE","1.65186924144538e-12","1523","2886","927","0.321205821205821","0.608667104399212","GO:0016021","GO:CC","integral component of membrane","5488","851","GO:0031224"
"70","YDR119W","TRUE","7.82418064033521e-10","119","2886","98","0.033957033957034","0.823529411764706","GO:0005618","GO:CC","cell wall","5488","281","GO:0030312"
"71","YDR119W","TRUE","7.82418064033521e-10","119","2886","98","0.033957033957034","0.823529411764706","GO:0030312","GO:CC","external encapsulating structure","5488","1094","c(""GO:0071944"", ""GO:0110165"")"
"72","YDR119W","TRUE","4.6867561541281e-09","112","2886","92","0.0318780318780319","0.821428571428571","GO:0009277","GO:CC","fungal-type cell wall","5488","633","GO:0005618"
"73","YDR119W","TRUE","1.00603566451601e-08","2271","2886","1311","0.454261954261954","0.577278731836195","GO:0016020","GO:CC","membrane","5488","850","GO:0110165"
"74","YDR119W","TRUE","4.07062281458583e-07","117","2886","92","0.0318780318780319","0.786324786324786","GO:0005576","GO:CC","extracellular region","5488","241","GO:0110165"
"75","YDR119W","TRUE","4.05084418898109e-06","69","2886","58","0.0200970200970201","0.840579710144927","GO:0031225","GO:CC","anchored component of membrane","5488","1238","GO:0031224"
"76","YDR119W","TRUE","1.82639379166592e-05","708","2886","436","0.151074151074151","0.615819209039548","GO:0071944","GO:CC","cell periphery","5488","3132","GO:0110165"
"77","YDR119W","TRUE","0.0131793285932138","136","2886","93","0.0322245322245322","0.683823529411765","GO:0015630","GO:CC","microtubule cytoskeleton","5488","838","GO:0005856"
"78","YDR119W","TRUE","0.0177259428781815","495","2886","299","0.103603603603604","0.604040404040404","GO:0005886","GO:CC","plasma membrane","5488","515","c(""GO:0016020"", ""GO:0071944"")"
"79","YDR119W","TRUE","6.86500701527753e-19","100","2004","90","0.0449101796407186","0.9","GO:0000981","GO:MF","DNA-binding transcription factor activity, RNA polymerase II-specific","4380","132","GO:0003700"
"80","YDR119W","TRUE","3.38636311408794e-18","117","2004","101","0.0503992015968064","0.863247863247863","GO:0000976","GO:MF","transcription cis-regulatory region binding","4380","128","c(""GO:0001067"", ""GO:1990837"")"
"81","YDR119W","TRUE","6.82934680392786e-18","119","2004","102","0.0508982035928144","0.857142857142857","GO:0001067","GO:MF","transcription regulatory region nucleic acid binding","4380","182","GO:0003676"
"82","YDR119W","TRUE","1.13257220296431e-15","86","2004","77","0.0384231536926148","0.895348837209302","GO:0000987","GO:MF","cis-regulatory region sequence-specific DNA binding","4380","136","GO:0000976"
"83","YDR119W","TRUE","4.77798333924231e-15","140","2004","112","0.0558882235528942","0.8","GO:0003700","GO:MF","DNA-binding transcription factor activity","4380","420","GO:0140110"
"84","YDR119W","TRUE","8.17191633033829e-15","99","2004","85","0.0424151696606786","0.858585858585859","GO:0000977","GO:MF","RNA polymerase II transcription regulatory region sequence-specific DNA binding","4380","129","GO:0000976"
"85","YDR119W","TRUE","1.67797015199265e-13","205","2004","149","0.0743512974051896","0.726829268292683","GO:0140110","GO:MF","transcription regulator activity","4380","11788","GO:0003674"
"86","YDR119W","TRUE","4.47293757944635e-13","74","2004","66","0.0329341317365269","0.891891891891892","GO:0000978","GO:MF","RNA polymerase II cis-regulatory region sequence-specific DNA binding","4380","130","c(""GO:0000977"", ""GO:0000987"")"
"87","YDR119W","TRUE","4.79369437139428e-12","229","2004","160","0.0798403193612774","0.698689956331878","GO:0043565","GO:MF","sequence-specific DNA binding","4380","6842","GO:0003677"
"88","YDR119W","TRUE","9.57470111342484e-12","165","2004","122","0.0608782435129741","0.739393939393939","GO:1990837","GO:MF","sequence-specific double-stranded DNA binding","4380","12233","c(""GO:0003690"", ""GO:0043565"")"
"89","YDR119W","TRUE","1.43172764124889e-07","214","2004","141","0.0703592814371257","0.658878504672897","GO:0003690","GO:MF","double-stranded DNA binding","4380","412","GO:0003677"
"90","YDR119W","TRUE","1.16958904305992e-05","537","2004","303","0.151197604790419","0.564245810055866","GO:0003677","GO:MF","DNA binding","4380","400","GO:0003676"
"91","YDR119W","TRUE","0.000241262055151307","17","2004","17","0.00848303393213573","1","GO:0005199","GO:MF","structural constituent of cell wall","4380","1695","GO:0005198"
"92","YDR119W","TRUE","0.00231734780151449","52","2004","39","0.0194610778443114","0.75","GO:0004857","GO:MF","enzyme inhibitor activity","4380","1414","GO:0003674"
"93","YDR119W","TRUE","0.00254998428925566","14","2004","14","0.00698602794411178","1","GO:0060089","GO:MF","molecular transducer activity","4380","9593","GO:0003674"
"94","YDR119W","TRUE","0.0264901794760927","18","2004","16","0.00798403193612774","0.888888888888889","GO:0008301","GO:MF","DNA binding, bending","4380","2084","GO:0003677"
"95","YDR119W","TRUE","0.0268854604163882","11","2004","11","0.00548902195608782","1","GO:0004888","GO:MF","transmembrane signaling receptor activity","4380","1435","GO:0038023"
"96","YDR119W","TRUE","0.0268854604163882","11","2004","11","0.00548902195608782","1","GO:0038023","GO:MF","signaling receptor activity","4380","6505","GO:0060089"
"97","YDR119W","TRUE","1.2776836198802e-05","114","743","66","0.0888290713324361","0.578947368421053","KEGG:04011","KEGG","MAPK signaling pathway - yeast","2101","225","KEGG:00000"
"98","YDR119W","TRUE","0.00204648502503312","15","743","13","0.0174966352624495","0.866666666666667","KEGG:00920","KEGG","Sulfur metabolism","2101","141","KEGG:00000"
"99","YDR119W","TRUE","0.00311520347394429","17","743","14","0.018842530282638","0.823529411764706","KEGG:00400","KEGG","Phenylalanine, tyrosine and tryptophan biosynthesis","2101","51","KEGG:00000"
"100","YDR119W","TRUE","0.00384921579639938","38","743","25","0.0336473755047106","0.657894736842105","KEGG:04213","KEGG","Longevity regulating pathway - multiple species","2101","270","KEGG:00000"
"101","YDR119W","TRUE","0.0304920109635171","12","743","10","0.0134589502018843","0.833333333333333","KEGG:00300","KEGG","Lysine biosynthesis","2101","35","KEGG:00000"
"102","YDR119W","TRUE","4.0046112016233e-07","46","271","33","0.121771217712177","0.717391304347826","WP:WP510","WP","MAPK Signaling Pathway","834","110","WP:000000"
"103","YDR119W","TRUE","6.37772972413334e-05","14","271","13","0.0479704797047971","0.928571428571429","WP:WP27","WP","Phenylalanine, Tyrosine, Tryptophan biosynthesis","834","38","WP:000000"
"104","YDR119W","TRUE","0.00632045941197","7","271","7","0.025830258302583","1","WP:WP514","WP","Histidine Biosynthesis","834","67","WP:000000"
"105","YDR119W","TRUE","0.00986377936116138","18","271","13","0.0479704797047971","0.722222222222222","WP:WP4173","WP","Sulfate assimilation and copper detoxification","834","99","WP:000000"
"106","YDR119W","TRUE","0.0364400852191933","8","271","7","0.025830258302583","0.875","WP:WP423","WP","Threonine and Methionine biosynthesis","834","96","WP:000000"
